status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
"Just one day after Carrie Fisher's death, tragedy struck her family once again. Here's the latest.","One Day After Carrie Fisher's Death, Tragedy Strikes Family Yet Again",link,https://www.opposingviews.com/i/society/report-debbie-reynolds-rushed-hospital-after-stroke,12/28/16 18:34,875,47,121,331,11,23,2,507,1
"This woman asked for a meatball sandwich at Subway. When she heard what the Subway employee said in reply, she lost it.",Subway Customer Snaps After Hearing How Employee Responded To Her Sandwich Request (Video),link,http://www.cookingpanda.com/story/trending/2016/12/27/subway-customer-snaps-after-hearing-how-employee-responded-her-sandwich?fb=wt,12/28/16 18:00,272,295,83,139,9,36,58,12,18
"This man's guests thought he was crazy. Every few days, he would shove a bar of soap under his sheets. It seemed nuts. Then they found out why he was doing it and realized that he's a genius.",Guests Finally Figure Out Why Man Kept Putting Bar Of Soap Under Sheets (Video),link,http://www.cookingpanda.com/story/trending/2016/12/28/guests-finally-figure-out-why-man-kept-putting-bar-soap-under-sheets-video?fb=wt,12/28/16 17:30,135,32,156,114,4,14,2,0,1
Carrie Fisher agreed to take a photo with this fan -- under one condition.,Carrie Fisher Told Fan She'd Only Take This Photo With Him Under One Condition,link,https://www.opposingviews.com/i/society/carrie-fisher-agreed-take-photo-under-one-condition,12/28/16 17:00,433,2,29,357,40,19,7,10,0
"Local residents came up to this restaurant, prepared to go inside and then noticed a yellow sign hanging. When they read what the sign said, they couldn't believe their eyes.",Restaurant Sign Sparks Outrage,link,https://www.opposingviews.com/i/society/you-cannot-eat-here-hawaii-caf%C3%A9-riles-residents-ban-trump-voters,12/28/16 16:00,596,625,73,281,37,14,131,18,115
"This pregnant woman's doctor expected to see a normal ultrasound at 22 weeks. When he took a closer look, though, he noticed something particularly odd about the baby's legs. That's when he decided to take an even closer look.","Doctor Takes Closer Look At Mom's Ultrasound, Does A Double Take After Realizing What He Saw",link,https://www.opposingviews.com/i/society/pregnant-mom-gets-ultrasound-doctor-shocked-discover-babys-feet-hanging-outside-womb,12/28/16 15:30,416,7,117,257,8,134,0,17,0
Steve Martin was just forced to delete his tweet about Carrie Fisher because some people were offended by it.,Here's The Tweet About Carrie Fisher Steve Martin Was Forced To Delete Because Some Were Offended,link,https://www.opposingviews.com/i/society/steve-martin-deletes-twitter-tribute-carrie-fisher-after-backlash,12/28/16 15:00,415,509,76,194,11,76,15,81,38
A Gallup poll just revealed who the Most Admired Man in America is. It came down to a 2-man race between Obama and Trump. Some people are surprised by who won.,New Gallup Poll Reveals 'Most Admired Man' In America,link,https://www.opposingviews.com/i/politics/obama-wins-gallups-most-admired-man-poll,12/28/16 14:32,904,1278,107,464,90,17,201,14,118
"This manufacturing boss' 800 employees work hard, are dedicated and have helped him create a thriving business. Here's how he decided to reward them -- just in time for the holidays.",Here's How This Manufacturing Boss Decided To Thank His 800 Employees For Their Hard Work,link,https://www.opposingviews.com/i/society/iowa-cabinet-maker-takes-all-800-his-employees-week-long-caribbean-cruise,12/28/16 14:08,1157,30,203,964,107,83,1,2,0
This wife was just beheaded for doing something wives all over the world do every single day.,Wife Beheaded For Doing Something Wives All Over World Do Daily,link,https://www.opposingviews.com/i/world/woman-30-beheaded-afghanistan-entering-city-go-shopping-without-her-husband,12/28/16 13:30,740,236,315,212,3,30,5,152,338
"This man raped a 10-year-old girl. He will have to pay $1,500, but won't serve a day in prison. That's not even the worst part.","Man Molests 10-Year-Old In Church, Gets $1500 Fine And No Jail Time - And That's Not The Worst Of It",link,https://www.opposingviews.com/i/society/texas-man-gets-1500-fine-repeatedly-molesting-10-year-old-girl-church,12/28/16 13:00,2605,612,1144,380,7,43,2,147,2026
A major Hollywood icon's adopted son died almost immediately after she died.,Hollywood Icon's Adopted Son Dies Right After Her Death,link,https://www.opposingviews.com/i/society/zsa-zsa-gabors-adopted-son-dies-days-after-her-death,12/28/16 12:00,220,6,36,116,7,13,2,82,0
"By the time police found 5-month-old baby Summer, she had already starved to death. You can probably guess what her parents were doing while she pleaded for food in her final hours.",Baby Starves To Death Because Parents Had To Do Something Far More Important Than Feed Her,link,https://www.opposingviews.com/i/society/baby-starves-death-pennsylvania-after-parents-overdose-heroin,12/28/16 11:00,758,77,138,128,1,2,0,260,367
Carrie Fisher's close friend just made a disturbing revelation about what she had started doing a month before her death.,Carrie Fisher's Close Friend Reveals What Star Started Doing 1 Month Before Death,link,https://www.opposingviews.com/i/society/carrie-fishers-friend-claims-she-relapsed,12/28/16 10:31,188,52,16,106,5,13,0,61,3
A father was out with his 18-month-old son and the family dog Shiloh when he saw the normally friendly dog lunge at his son. He could do nothing but watch in horror at what happened next.,"Family Dog Randomly, Inexplicably Lunges At Baby -- Parents Floored After They Realize Why",link,http://www.americanow.com/story/society/2016/12/27/dog-lunges-baby-and-saves-him-something-worse,12/28/16 10:00,1704,38,398,1252,307,135,2,5,3
"As soon as it dawned on them what this snake had eaten, the vet rushed him in for emergency surgery. This is crazy.",No One Could Believe It When He Said His Snake Ate This - So He Posts X-Rays To Prove It (Video),link,http://www.americanow.com/story/animal-rights/2016/12/27/vet-stunned-what-pet-snake-swallowed-video,12/28/16 9:30,117,15,33,79,6,15,15,2,0
We genuinely never even knew this was even possible. It's a good thing she got it on tape!,Watch Very Closely As This Woman Falls Backwards Into The Water - It's Mind-Blowing (Video),link,http://www.americanow.com/story/society/2016/12/26/woman-falls-backwards-ocean-something-crazy-happens-video,12/28/16 9:00,216,15,49,192,6,14,4,0,0
Workers here were doing routine construction when they made the discovery of a century.,Workers Find Old Oven Sealed Behind Drywall - Then Find Even More Treasures Inside (Photos),link,http://www.americanow.com/story/world/2016/12/27/construction-crew-makes-incredible-find-photos,12/28/16 8:00,481,0,127,377,17,86,1,0,0
President Obama says serving as Commander in Chief has been the greatest privilege of his life. Do you think he's been a great president?,Obama: Serving As Commander In Chief 'The Privilege Of My Life',link,https://www.opposingviews.com/i/politics/obama-privilege-my-life-serve-commander-chief?fb=ov,12/28/16 1:15,5466,4172,546,3356,781,28,409,64,828
Hillary Clinton has a simple message for the 66 million Americans who voted for her: Thank you. Do you still support her?,Clinton Thanks Her Voters For Their Support In End Of Year Message,link,https://www.opposingviews.com/i/politics/clinton-thanks-her-66-million-voters-their-support?fb=ov,12/28/16 0:45,1067,657,45,750,116,4,158,8,31
"A West Virginia official who called Michelle Obama an ""ape in heels"" just lost her job -- for good. Do you support the state's decision?",Official Who Called Michelle Obama 'Ape In Heels' Fired,link,http://www.americanow.com/story/politics/2016/12/27/official-who-called-michelle-obama-ape-heels-fired?fb=ov,12/28/16 0:10,8468,6889,1115,6047,475,132,834,167,813
Donald Trump's popularity is surging among Americans. Yes or no: Do you support Trump?,Poll: Majority Of U.S. Voter Now Support Trump,link,https://www.opposingviews.com/i/politics/51-voters-now-view-trump-favorably?fb=ov,12/27/16 23:35,18736,6173,1781,16527,984,41,647,80,457
"A dad dressed up as Darth Vader to wake up his son, and the look on his son's face when he opened his eyes was simply priceless:",,video,https://www.facebook.com/opposingviews/videos/10154380279911051/,12/27/16 23:00,1291,30,502,1038,88,2,163,0,0
These women in Iraq are taking up arms and heading to battle for one reason: To utterly destroy ISIS.,,video,https://www.facebook.com/opposingviews/videos/10154380301061051/,12/27/16 22:25,6533,286,1785,5936,411,165,5,11,5
"A teenager just discovered a hidden ancient Mayan city, and he did it all by studying the stars.",,video,https://www.facebook.com/opposingviews/videos/10154380302801051/,12/27/16 22:00,3885,96,1686,3240,162,474,9,0,0
"This dog was stolen from his owner years ago. When they were reunited this week for the first time, the dog erupted in pure, unfiltered joy:",,video,https://www.facebook.com/opposingviews/videos/10154380291476051/,12/27/16 21:30,7986,217,2216,6442,1374,108,33,28,1
"For many years George Michael kept a secret nobody knew. Now, just days after his death, it has finally been made public.",George Michael's Secret Emerges Just Days After His Death,link,https://www.opposingviews.com/i/society/george-michael-worked-homeless-shelter-asked-people-keep-it-secret,12/27/16 21:00,436,26,109,325,70,21,1,19,0
"All Joe really wanted to do was join the Boy Scouts like all his friends. When he finally signed up, he couldn't wait to get started. A month later, however, he was kicked out for one single reason.",8-Year-Old Gets Booted From Boy Scouts for Unexpected Reason,link,https://www.opposingviews.com/i/society/all-joe-really-wanted-do-was-join-cub-scouts-all-his-friends-when-he-finally-signed-he,12/27/16 20:30,427,362,81,168,2,10,9,115,123
"Yesterday, President Obama said he knows he could have beaten Donald Trump if he were allowed to run again. Well, Trump just delivered a surprising 2-word comeback.","Obama Claims He Would've Beaten Trump, Trump Responds With 2 Words",link,https://www.opposingviews.com/i/social/no-way-trump-mocks-obama-saying-he-could-have-beaten-him-if-he-were-allowed-run-again,12/27/16 20:00,1092,1022,52,534,69,18,433,7,31
Carrie Fisher had one final request for her obituary.,Carrie Fisher Had One Final Request For Her Obituary,link,https://www.opposingviews.com/i/health/carrie-fisher-had-one-final-request-her-obituary,12/27/16 18:32,304,11,30,216,15,1,1,71,0
"When this little boy walked up to the counter, he heard all the employees snicker. Then he saw his receipt and the nasty name the cashier had entered for him. Terrible.",Mom Sick To Her Stomach After Ordering At Wendy's And Seeing This Written On Their Receipt (Photo),link,http://www.americanow.com/story/society/2016/12/27/mother-outraged-shocking-wendys-receipt,12/27/16 18:00,503,73,81,140,6,15,2,98,242
A pair of criminals thought they could walk right out of the store without paying for their beer because the only worker there was a small woman. They underestimated her and learned the hard lesson that sometimes big things come in small packages.,Criminals Assume They Can Easily Steal From Girl Because She's Small -- Big Mistake,link,http://www.americanow.com/story/society/2016/12/27/female-store-employee-stops-robbers-amazing-fight-video,12/27/16 17:30,908,40,121,700,50,29,124,2,3
Even Donald and Melania Trump were in shock when they walked into church on Christmas eve and everyone in the room did this.,Donald And Melania Trump Stunned By How They Were Received On Christmas Eve,link,https://www.opposingviews.com/i/politics/even-donald-and-melania-were-shock-when-they-walked-church-christmas-eve-and-everyone,12/27/16 17:00,563,121,25,422,65,7,8,11,50
This professor's message about Donald Trump now has her in hiding fearing for her life. Here is the message:,,video,https://www.facebook.com/opposingviews/videos/10154379980621051/,12/27/16 16:30,872,789,382,581,19,35,99,26,112
"This dad's invite to his daughter's 15th birthday party went viral. The family expected a ton of people to come, but they never expected it to take such a deadly turn.",Teen Girl's Viral 15th Birthday Party Takes Fatal Turn,link,https://www.opposingviews.com/i/social/dads-invite-his-daughters-15th-birthday-party-went-viral-family-expected-ton-people-come,12/27/16 15:00,159,3,23,80,4,20,1,52,2
A well-known actress was just found dead in her car. Here's what we know right now.,"Well-Known Actress Found Dead, Suspect In Custody",link,https://www.opposingviews.com/i/society/crime/well-known-actress-was-just-found-dead-her-car-heres-what-we-know-right-now,12/27/16 14:30,604,37,406,286,5,70,1,233,9
"Most people wouldn't think twice about this seemingly normal family Christmas picture, but there's something really wrong with it. Take a closer look. Do you see it?",What's Wrong With This Picture? (Photos),link,https://www.opposingviews.com/i/social/most-people-wouldnt-think-twice-about-seemingly-normal-family-christmas-picture-theres,12/27/16 14:00,174,28,31,121,2,16,34,1,0
Tragic news about Carrie Fisher.,Family Releases Heartbreaking News About Carrie Fisher,link,http://www.americanow.com/story/society/2016/12/27/carrie-fisher-passes-away-60,12/27/16 13:29,369,27,17,126,1,6,0,235,1
Lena Dunham is sparking a ton of controversy for posting this revealing picture online.,Controversial Lena Dunham Photo Surfaces Online,link,https://www.opposingviews.com/i/social/lena-dunham-sparking-ton-controversy-posting-revealing-picture-online,12/27/16 12:30,44,100,4,26,1,2,11,1,3
"It was a shocking scene and nobody could figure out what caused it: On Dec. 6, three bear cubs and their nearly 300-pound mother dead outside a church. Now, more than 2 weeks later, police have finally figured out what happened.",Officials Discover What Really Happened To 4 Dead Bears Found Outside Church,link,http://www.americanow.com/story/society/2016/12/27/investigators-uncover-cause-suspicious-bear-deaths,12/27/16 12:01,1389,68,296,391,8,106,1,842,41
"For years, George Michael kept a huge secret. He was doing it behind everyone's backs. Now that he's dead, it has all come out.","Just Days After His Death, George Michael's Secret Revealed",link,https://www.opposingviews.com/i/society/years-george-michael-kept-huge-secret-he-was-doing-something-behind-everyones-backs-now,12/27/16 11:30,739,51,96,524,114,13,3,83,2
